task_name,index,model_name,prompt,output,score
number_2,1,gpt-3.5-turbo,"""일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",1,1
number_2,2,gpt-3.5-turbo,"""이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",3,0
number_2,3,gpt-3.5-turbo,"""삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",3,1
number_2,4,gpt-3.5-turbo,"""사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",사를 수로 변환하면 4입니다.,1
number_2,5,gpt-3.5-turbo,"""오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",20,0
number_2,6,gpt-3.5-turbo,"""육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",6,1
number_2,7,gpt-3.5-turbo,"""칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",칠을 수로 변환하면 7입니다.,1
number_2,8,gpt-3.5-turbo,"""팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.","""팔""을 수로 변환하면 8이 됩니다.",1
number_2,9,gpt-3.5-turbo,"""구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",6,0
number_2,10,gpt-3.5-turbo,"""십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",십은 '10'으로 수로 변환됩니다.,1
number_2,11,gpt-3.5-turbo,"""십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",11,1
number_2,12,gpt-3.5-turbo,"""십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",12,1
number_2,13,gpt-3.5-turbo,"""십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",십삼은 13입니다.,1
number_2,14,gpt-3.5-turbo,"""십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",14,1
number_2,15,gpt-3.5-turbo,"""십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.","""십오""는 한자 표기법으로 ""15""를 나타냅니다. 따라서 대답은 ""15""입니다.",1
number_2,16,gpt-3.5-turbo,"""십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",16,1
number_2,17,gpt-3.5-turbo,"""십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",17,1
number_2,18,gpt-3.5-turbo,"""십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",십팔을 수로 변환하면 18입니다.,1
number_2,19,gpt-3.5-turbo,"""십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",19,1
number_2,20,gpt-3.5-turbo,"""이십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",20,1
number_2,21,gpt-3.5-turbo,"""이십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",21,1
number_2,22,gpt-3.5-turbo,"""이십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",22,1
number_2,23,gpt-3.5-turbo,"""이십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",23,1
number_2,24,gpt-3.5-turbo,"""이십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",24,1
number_2,25,gpt-3.5-turbo,"""이십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",25,1
number_2,26,gpt-3.5-turbo,"""이십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",26,1
number_2,27,gpt-3.5-turbo,"""이십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",27,1
number_2,28,gpt-3.5-turbo,"""이십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",28,1
number_2,29,gpt-3.5-turbo,"""이십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",29,1
number_2,30,gpt-3.5-turbo,"""삼십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",30,1
number_2,31,gpt-3.5-turbo,"""삼십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",31,1
number_2,32,gpt-3.5-turbo,"""삼십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",32,1
number_2,33,gpt-3.5-turbo,"""삼십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",33,1
number_2,34,gpt-3.5-turbo,"""삼십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",34,1
number_2,35,gpt-3.5-turbo,"""삼십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",35,1
number_2,36,gpt-3.5-turbo,"""삼십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",36,1
number_2,37,gpt-3.5-turbo,"""삼십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",37,1
number_2,38,gpt-3.5-turbo,"""삼십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",38,1
number_2,39,gpt-3.5-turbo,"""삼십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",39,1
number_2,40,gpt-3.5-turbo,"""사십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",40,1
number_2,41,gpt-3.5-turbo,"""사십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",41,1
number_2,42,gpt-3.5-turbo,"""사십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",42,1
number_2,43,gpt-3.5-turbo,"""사십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",43,1
number_2,44,gpt-3.5-turbo,"""사십사""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",44,1
number_2,45,gpt-3.5-turbo,"""사십오""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",45,1
number_2,46,gpt-3.5-turbo,"""사십육""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",사십육을 수로 변환하면 46입니다.,1
number_2,47,gpt-3.5-turbo,"""사십칠""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",47,1
number_2,48,gpt-3.5-turbo,"""사십팔""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",48,1
number_2,49,gpt-3.5-turbo,"""사십구""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.","""사십구""를 수로 변환하면 49가 됩니다.",1
number_2,50,gpt-3.5-turbo,"""오십""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",50,1
number_2,51,gpt-3.5-turbo,"""오십일""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",51,1
number_2,52,gpt-3.5-turbo,"""오십이""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",52,1
number_2,53,gpt-3.5-turbo,"""오십삼""를 수로 변환해서 대답해. 다른 글자, 문장은 아무것도 대답하지 말고 정답 수 하나만 출력해.",53,1
