task_name,index,model_name,prompt,output,score
ko_quiz_5,0,llama2_13b,"낙화유수(落花流水)의 뜻은? '살림이나 세력이 약해져 아주 보잘것없이 됨 '이면 1, '세월이 흐르는 물과 같이 한번 지나면 되돌아오지 않음 '이면 2, '지나간 일이 흔적 없이 사라져 허무함 '이면 3라고 대답해.","낙화유수(落花流水)의 뜻은 1) 살림이나 세력이 약해져 아주 보잘것없이 됨, 2) 세월이 흐르는 물과 같이 한번 지나면 되돌아오지 않음, 3) 지나간 일이 흔적 없이 사라져 허무함입니다.",0
ko_quiz_5,1,llama2_13b,"견마지로(犬馬之勞)의 뜻은? '윗사람에게 충성을 다하는 자신의 노력 '이면 1, '충성스럽고 효성스러운 사람 '이면 2, '각자 자기의 주인에게 충성을 다함 '이면 3라고 대답해.",1. 윗사람에게 충성을 다하는 자신의 노력 2. 충성스럽고 효성스러운 사람 3. 각자 자기의 주인에게 충성을 다함,0
ko_quiz_5,2,llama2_13b,"관포지교(管鮑之交)의 뜻은? '우정이 아주 돈독한 친구 관계 '이면 1, '사이가 매우 나쁜 두 관계 '이면 2, '얼굴만 겨우 아는 얕은 사이 '이면 3라고 대답해.","관포지교(管鮑之交)라는 문구는 말 그대로 '관과 복의 교제'를 의미합니다. 이 문구는 중국 속담에서 유래한 것으로, 관은 철저하게 선별하고 신중하게 선택하는 것을 의미하며, 복은 엄청난 신뢰와 충성을 의미합니다. 따라서 관포지교는 사람들 사이에 아주 돈독한 신뢰와 충성심을 나타내는 강한 우정이나 관계를 묘사하는 데 사용됩니다. 그러나 얼굴만 알고 얕은 우정을 묘사하는 데에도 사용할 수 있습니다.",0
ko_quiz_5,3,llama2_13b,"다다익선(多多益善)의 뜻은? '많으면 많을수록 더욱 좋음 '이면 1, '여러 가지로 일도 많고 어려움도 많음 '이면 2, '생각과 느낌이 섬세하고 풍부함 '이면 3라고 대답해.","1. 다다익선(多多益善)은 많으면 더욱 좋다는 의미로, 두 가지 정의 모두 맞습니다. 2. 다다익선(多多益善)은 또한 여러 가지로 일이 많고 어려움이 많다는 의미도 있습니다. 3. 다다익선(多多益善)은 또한 생각과 느낌이 섬세하고 풍부하다는 의미도 있습니다.",0
ko_quiz_5,4,llama2_13b,"매우 많은 것 가운데 극히 적은 수의 뜻을 가진 것은? '구우일모 (九牛一毛) '이면 1, '건곤일척 (乾坤一擲) '이면 2, '가공망상 (架空妄想) '이면 3라고 대답해.","'구우일모 (九牛一毛) '가 뜻이 많고, '건곤일척 (乾坤一擲) '이 뜻이 매우 적습니다. '가공망상 (架空妄想) '이 뜻이 매우 적습니다.",0
ko_quiz_5,5,llama2_13b,"시종일관(始終一貫)의 뜻은? '일 따위를 처음부터 끝까지 한결같이 함 '이면 1, '모든 사람이 한결같이 다 같음 '이면 2, '한결같이 부지런하고 끈기가 있는 태도로 '이면 3라고 대답해.",시종일관이란 '시작부터 끝까지 변함 없이 일관된 태도나 행동'을 의미합니다. 따라서 정답은 1입니다.,1
ko_quiz_5,6,llama2_13b,"만난 자는 반드시 헤어짐의 뜻을 가진 것은? '회자정리 (會者定離) '이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3라고 대답해.",1. 회자정리(會者定離) 2. 청운지지(靑雲之志) 3. 수주대토(守株待兔),0
ko_quiz_5,8,llama2_13b,"천재일우(千載一遇)의 뜻은? '좀처럼 만나기 어려운 좋은 기회 '이면 1, '뜻밖의 행운을 만나 어려움을 면함 '이면 2, '천 번을 만나는 진귀한 인연 '이면 3라고 대답해.","천재일우란 '좀처럼 만나기 어려운 좋은 기회'를 의미하는 1, '뜻밖의 행운을 만나 어려움을 면한다'는 2, '천 번을 만나는 진귀한 인연'을 의미하는 3 중 어느 것에 해당하는지 묻는다.",0
ko_quiz_5,9,llama2_13b,"위기일발(危機一髮)의 뜻은? '여유가 조금도 없이 몹시 절박한 순간 '이면 1, '편안한 때일수록 위험이 닥칠 때를 대비해야 함 '이면 2, '궤변을 농하여 국가를 위태로운 지경에 몰아넣음 '이면 3라고 대답해.","위기일발(危機一髮)의 뜻은 '편안한 때일수록 위험이 닥칠 때를 대비해야 함' 입니다.   위기일발(危機一髮)의 뜻은 '편안한 때일수록 위험이 닥칠 때를 대비해야 함' 입니다.  위기일발(危機一髮)은 '여유가 조금도 없이 몹시 절박한 순간'을 가리키는 말 중 하나이며, '궤변을 농하여 국가를 위태로운 지경에 몰아넣음'을 가리키는 말 중 하나이기도 합니다. 그러나 위기일발(危機一髮)의 주요 뜻은 위기가 닥칠 때를 대비해야 함을 의미하는 것으로, 이는 위기가 발생할 가능성이 있는 상황에서 미리 대비하지 않고 낙관적인 태도를 취하는 것은 위험할 수 있다는 것을 시사합니다. 따라서 위기일발(危機一髮)은 현재의 상황에 대한 주의와 대비의 필요성을 일깨워주는 말로 사용되고 있습니다.",0
ko_quiz_5,10,llama2_13b,"견리사의(見利思義)의 뜻은? '눈앞의 이익을 보면 의리를 먼저 생각함'이면 1, '눈앞의 이익이나 명예에 끌리는 속된 마음 '이면 2, '의리에 어긋나는 일이 아닌지 생각함 '이면 3라고 대답해.",1. 견리사의(見利思義)의 뜻은 '눈앞의 이익을 보면 의리를 먼저 생각함'입니다. 2. 견리사의(見利思義)의 뜻은 '눈앞의 이익이나 명예에 끌리는 속된 마음'입니다. 3. 견리사의(見利思義)의 뜻은 '의리에 어긋나는 일이 아닌지 생각함'입니다.,0
