task_name,index,model_name,prompt,output,score
number_1,1,llama2_13b,"수 1는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",1,0
number_1,2,llama2_13b,"수 2는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",2,0
number_1,3,llama2_13b,"수 3는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",3,0
number_1,4,llama2_13b,"수 4는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",4,0
number_1,5,llama2_13b,"수 5는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",5,0
number_1,6,llama2_13b,"수 6는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",6,0
number_1,7,llama2_13b,"수 7는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",7,0
number_1,8,llama2_13b,"수 8는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",19,0
number_1,9,llama2_13b,"수 9는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",9 (영어로 아라비아 숫자),0
number_1,10,llama2_13b,"수 10는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",10,0
number_1,11,llama2_13b,"수 11는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",11은 한국어로 얼마입니까?,0
number_1,12,llama2_13b,"수 12는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",12,0
number_1,13,llama2_13b,"수 13는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",13은 한국어로 '열'을 의미합니다.,0
number_1,14,llama2_13b,"수 14는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",4,0
number_1,15,llama2_13b,"수 15는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",한국어로 15는 '열'이라는 글자입니다.,0
number_1,16,llama2_13b,"수 16는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",16,0
number_1,17,llama2_13b,"수 17는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",17.,0
number_1,18,llama2_13b,"수 18는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",6,0
