task_name,index,model_name,prompt,output,score
number_1,1,kullm5.8b,"수 1는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",수 1은 한국어로 '우-'입니다. 다른 글자와 문장은 아무것도 대답하지 않고 정답은 '1'입니다.,0
number_1,2,kullm5.8b,"수 2는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",수는 2입니다.,0
number_1,3,kullm5.8b,"수 3는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",숫자 3은 한국어로 '세'입니다. 다른 글자는 아무것도 대답하지 않고 정답 글자는 '3'입니다.,0
number_1,4,kullm5.8b,"수 4는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",힌디어 수는 0에서 35까지입니다.,0
number_1,5,kullm5.8b,"수 5는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",5는 한국어로는 얼마인가요?,0
number_1,6,kullm5.8b,"수 6는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",6는 숫자입니다.,0
number_1,7,kullm5.8b,"수 7는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",7는 한국어로 얼마입니까?,0
number_1,8,kullm5.8b,"수 8는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.","8은 한국어로 ""여덟""이라는 글자로, 4와 같은 글자이므로 4를 정답으로 선택합니다.",1
number_1,9,kullm5.8b,"수 9는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.","아홉은 한국어로 얼마입니까? A. 9,000",1
number_1,10,kullm5.8b,"수 10는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",영어로 10은 '텐'이라고 읽습니다. 다른 글자와 문장은 아무것도 대답하지 않고 정답은 'Ten'이라는 글자 하나만 출력합니다.,0
number_1,11,kullm5.8b,"수 11는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.","11은 한국어로 ""11""로 읽습니다. 다른 글자나 문장은 아무 대답도 하지 않고 숫자만 출력합니다.",0
number_1,12,kullm5.8b,"수 12는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",'12'는 '12'입니다.,0
number_1,13,kullm5.8b,"수 13는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",13은 한국어로 '시월 십삼일'입니다.,1
number_1,14,kullm5.8b,"수 14는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",14는 한국어로 '이'라는 글자입니다.,0
number_1,15,kullm5.8b,"수 15는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",15는 한국어로 약 52입니다.,0
number_1,16,kullm5.8b,"수 16는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",```css16은 한국어로 얼마입니까?```,0
number_1,17,kullm5.8b,"수 17는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",17,0
number_1,18,kullm5.8b,"수 18는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",18은 한국어로 숫자 18입니다.,0
number_1,19,kullm5.8b,"수 19는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",19는 한국어로 19입니다.,0
number_1,20,kullm5.8b,"수 20는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.","20 = 20,000",0
number_1,21,kullm5.8b,"수 21는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.","네! 정답은 21입니다. 다른 글자나 문장 없이 ""정답 글자"" 하나만 출력하겠습니다.",0
number_1,22,kullm5.8b,"수 22는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",22의 한국어 표현은 '이백이십'입니다.,0
number_1,23,kullm5.8b,"수 23는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",23의 평균은 2.5입니다.,0
number_1,24,kullm5.8b,"수 24는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",24는 한국어로 무엇일까요?,0
number_1,25,kullm5.8b,"수 25는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.","25는 25입니다. 다른 글자는 아무것도 대답하지 않습니다. ""25는 25입니다""라는 문장이 출력됩니다.",0
number_1,26,kullm5.8b,"수 26는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.",26은 한국어로 얼마입니까?,0
number_1,27,kullm5.8b,"수 27는 한국어로 얼마야? 다른 글자, 문장은 아무것도 대답하지 말고 정답 글자 하나만 출력해.","27은 한국어로 ""27""입니다.",0
