task_name,index,model_name,prompt,output,score
ko_quiz_8,0,ko_vicuna_7b,"'펭하'와 가장 관련성이 높은 것은 무엇일까요? '펭수 '이면 1, '뽀로로 '이면 2, '핑구 '이면 3라고 대답하세요.", 펭하와 가장 관련성이 높은 것은 '펭하'입니다.,0
ko_quiz_8,1,ko_vicuna_7b," 다음 중 '이생망'의 쓰임이 자연스러운 상황은? '콘서트 티켓 못 구했어, 역시 이생망인가봐 '이면 1, '어머 너 이 그릇 이생망에서 산거야?! '이면 2, '와 이생망 어디서 샀어? 정말 달고 맛있다! '이면 3라고 대답하세요.","  이 질문에 대한 자연스러운 답변은 ""콘서트 티켓 못 구했어, 역시 이생망인가?""라는 문장입니다. 이 문장은 콘서트 티켓이 구입되기 전에 콘서트 티켓이 사라졌기 때문에 이생망임을 나타냅니다. 첫 번째 질문은 이 문장을 자연스럽게 포함한 문장으로 질문하는 문장입니다. 두 번째 질문은 이 문장을 질문하는 문장입니다. 세 번째 질문은 이 문장을 질문하는 문장입니다.",0
ko_quiz_8,2,ko_vicuna_7b,"?하면 400만원이야! 에 알맞은 것은?  '영끌 '이면 1, '처돌이 '이면 2, '혼코노 '이면 3라고 대답하세요.", 혼코노,0
ko_quiz_8,3,ko_vicuna_7b,"'사딸라'와가장 관련이 높은 것은? '김영철 '이면 1, '샘 해밍턴 '이면 2, '나영석 '이면 3라고 대답하세요.", 질문과 관련이 있습 🤝 🌎  H1: 친환경 저탄소 생산을 위한 전문적인 디자인 및 개발 서비스를 제공합니다.  H2: 브랜드 아이덴티티 및 시각적 매력을 향상시킬 수 있도록 저탄소 생산 및 지속 가능성을 위한 전문 디자인 및 개발 서비스를 제공합니다.  H3: 지속 가능한 미래를 위한 친환경 저탄소 생산을 위한 전문 디자인 및 개발 서비스를 제공합니다.,0
ko_quiz_8,4,ko_vicuna_7b,"솔직히 순대국엔 깍두기가 ?이지 에 들어갈 말을 고르시오 '국룰 '이면 1, '흑우 '이면 2, '영끌 '이면 3라고 대답하세요.", 영끌,0
ko_quiz_8,5,ko_vicuna_7b,"다음 중 '발컨' 한 사람은? '코니 : 미안해, 나 때문에 지게 생겼네 '이면 1, '브라운 : 야 거기서 그걸 그렇게 하면 어떡해! '이면 2, '샐리 : 야 넌 좀 빠져 ! '이면 3라고 대답하세요."," 1발컨: 미안해, 나 때문에 지게 생겼네.브라운: 야 거기서 그걸 그렇게 하면 어떻게 되는 거야?샐리: 야 넌 좀 빠져!",1
ko_quiz_8,6,ko_vicuna_7b,"'혼코노족'과 가장 관련성이 높은 것은 무엇일까요? '노래방 '이면 1, '코딩 '이면 2, '코피 '이면 3라고 대답하세요."," ""혼코노족""과 가장 관련성이 높은 것은 무엇인가요? 노래방.",0
ko_quiz_8,7,ko_vicuna_7b,"'구취'와 가장 관련성이 높은 것은 무엇일까요? '구독자'이면 1, '방청객'이면 2, '손님'이면 3라고 대답하세요.", 적절한 답변은 다음과 같습니다: 1,1
ko_quiz_8,8,ko_vicuna_7b,"다음 중 '누물보'의 의미는? '누가 물어본 사람? '이면 1, '누구랑 물건 보러 갔어? '이면 2, '누수가 되지 않게 보수를 잘 해야해 '이면 3라고 대답하세요."," 1. 누물보는 어떤 사람이 무언가를 물어본 사람을 의미합니다. 예: ""누물보는 잭이 누구와 이야기를 나눴을까?"" 또는 ""누물보는 누구가 물건을 받았을까?""입니다.2. 누물보는 어떤 사람이 무언가를 보러 갔을 때 사용됩니다. 예: ""누물보는 잭이 스포츠 코트를 보러 갔을까?"" 또는 ""누물보는 누구가 장난감을 보러 갔을까?""입니다.3. 누수가 되지 않도록 보수를 잘 해야 한다는 뜻입니다. 예: ""누수가 되지 않도록 보수를 잘 해야 합니다.""",0
ko_quiz_8,9,ko_vicuna_7b,"'소확횡'과 가장 관련성이 높은 것은 무엇일까요? '회사'이면 1, '학교'이면 2, '집'이면 3라고 대답하세요."," 회사 1, 학교 2, 집 3",0
ko_quiz_8,10,ko_vicuna_7b,"내 휴대폰이 간당간당 하네~ 여기 ? 있는사람? 에 들어갈 말을 고르시오 '보배 '이면 1, '미먼 '이면 2, '오저치고 '이면 3라고 대답하세요."," 존: 1, 존: 2, 존: 3",0
ko_quiz_8,11,ko_vicuna_7b,"다음 중 '법블레스'를할 수 있는 상황은? '동생이 화나게 하는 경우 '이면 1, '친구가 재채기를 하는 경우 '이면 2, '노블리스 오블리제를 실천해야하는 경우 '이면 3라고 대답하세요.", 다음 중 법블레스 상태인 상황은 다음과 같습니다:1. 동생이 화나게 하는 경우2. 친구가 재채기를 하는 경우3. 노블리스 오블리제를 실천해야 하는 경우,0
ko_quiz_8,12,ko_vicuna_7b,"다음 중 '플렉스'를 한 사람은? '코니 : 응 사과폰  샀어~ '이면 1, '브라운 : 그래서 어제 뭘 샀다고? '이면 2, '샐리 : 도대체 왜 산거야? '이면 3라고 대답하세요.", 플렉스는 코니와 브라운을 잘 아는 사람입니다. 코니와 브라운이 어제 무슨 일이었는지에 대한 정보를 제공함으로써 플렉스는 이들과 유대감을 형성할 수 있습방하는 방법에는 여러 가지가 있습니다.,0
